1	2276980
2	33933
3	13589
4	21148
5	37130
6	60512
7	90037
8	123878
9	162260
10	198473
11	229670
12	253800
13	265824
14	273763
15	273408
16	261148
17	242160
18	222293
19	197811
20	171647
21	146587
22	123920
23	101296
24	81578
25	66264
26	52123
27	40686
28	30912
29	23952
30	18673
31	14348
32	11193
33	8457
34	6370
35	4841
36	3595
37	2818
38	2120
39	1535
40	1271
41	961
42	886
43	719
44	669
45	556
46	506
47	427
48	420
49	428
50	443
51	372
52	367
53	317
54	295
55	280
56	242
57	210
58	193
59	210
60	207
61	225
62	203
63	151
64	165
65	199
66	156
67	191
68	173
69	159
70	170
71	158
72	169
73	147
74	174
75	156
76	159
77	165
78	128
79	136
80	120
81	137
82	133
83	108
84	122
85	117
86	125
87	110
88	100
89	99
90	76
91	88
92	79
93	94
94	87
95	101
96	98
97	84
98	105
99	94
100	88
101	86
102	92
103	96
104	75
105	62
106	57
107	64
108	72
109	68
110	61
111	80
112	71
113	53
114	84
115	74
116	52
117	64
118	42
119	46
120	74
121	53
122	44
123	45
124	33
125	39
126	40
127	40
128	32
129	51
130	31
131	36
132	29
133	30
134	34
135	27
136	36
137	32
138	31
139	22
140	22
141	19
142	21
143	23
144	16
145	11
146	20
147	21
148	18
149	11
150	20
151	19
152	19
153	17
154	22
155	12
156	15
157	9
158	13
159	17
160	15
161	10
162	11
163	11
164	21
165	18
166	15
167	12
168	17
169	16
170	16
171	18
172	17
173	11
174	17
175	12
176	8
177	17
178	17
179	7
180	12
181	24
182	17
183	13
184	10
185	9
186	11
187	4
188	3
189	3
190	6
191	5
192	6
193	4
194	5
195	11
196	4
197	7
198	5
199	2
200	7
201	7
202	9
203	12
204	14
205	13
206	15
207	6
208	13
209	9
210	8
211	19
212	7
213	14
214	13
215	9
216	14
217	7
218	11
219	6
220	9
221	7
222	4
223	8
224	11
225	6
226	5
227	6
228	9
229	5
230	4
231	3
232	4
233	5
234	7
235	5
236	5
237	5
238	6
239	4
240	4
241	2
242	3
243	3
244	0
245	2
246	0
247	5
248	1
249	3
250	2
251	1
252	2
253	2
254	0
255	1
256	3
257	2
258	1
259	0
260	3
261	1
262	0
263	3
264	2
265	2
266	0
267	1
268	2
269	4
270	0
271	1
272	2
273	2
274	5
275	2
276	3
277	6
278	3
279	1
280	1
281	0
282	0
283	2
284	0
285	2
286	1
287	2
288	2
289	2
290	2
291	1
292	0
293	3
294	2
295	2
296	0
297	2
298	2
299	2
300	3
301	0
302	1
303	2
304	1
305	1
306	2
307	3
308	3
309	1
310	1
311	2
312	3
313	1
314	3
315	4
316	3
317	3
318	0
319	2
320	4
321	5
322	6
323	4
324	3
325	1
326	4
327	1
328	0
329	1
330	1
331	0
332	0
333	0
334	0
335	0
336	2
337	0
338	1
339	0
340	2
341	3
342	1
343	4
344	4
345	1
346	4
347	3
348	2
349	1
350	1
351	2
352	1
353	3
354	2
355	0
356	2
357	1
358	2
359	1
360	2
361	0
362	1
363	0
364	0
365	0
366	0
367	0
368	1
369	1
370	0
371	0
372	0
373	0
374	2
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	1
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	1
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	1
586	0
587	0
588	0
589	0
590	1
591	0
592	2
593	0
594	0
595	1
596	1
597	1
598	0
599	0
600	0
601	0
602	0
603	1
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	1
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	1
679	0
680	0
681	0
682	0
683	0
684	2
685	0
686	0
687	2
688	0
689	0
690	0
691	0
692	0
693	1
694	1
695	0
696	0
697	0
698	0
699	1
700	0
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	1
710	0
711	1
712	0
713	0
714	0
715	0
716	1
717	0
718	1
719	1
